info face="a_StamperBrk" size=32 bold=0 italic=0 charset="" unicode=1 stretchH=100 smooth=1 aa=1 padding=0,0,0,0 spacing=1,1 outline=0
common lineHeight=32 base=25 scaleW=256 scaleH=256 pages=1 packed=0 alphaChnl=0 redChnl=4 greenChnl=4 blueChnl=4
char id=1088 x=40    y=230   width=18    height=20    xoffset=0     yoffset=5     xadvance=18    page=0  chnl=15
char id=1089 x=102   y=185   width=16    height=21    xoffset=1     yoffset=5     xadvance=18    page=0  chnl=15
char id=1090 x=59    y=230   width=18    height=20    xoffset=0     yoffset=5     xadvance=18    page=0  chnl=15
char id=1091 x=19    y=164   width=18    height=21    xoffset=1     yoffset=5     xadvance=19    page=0  chnl=15
char id=1092 x=30    y=75    width=26    height=21    xoffset=0     yoffset=5     xadvance=26    page=0  chnl=15
char id=1093 x=19    y=142   width=18    height=21    xoffset=0     yoffset=5     xadvance=18    page=0  chnl=15
char id=1094 x=211   y=0     width=21    height=24    xoffset=0     yoffset=5     xadvance=20    page=0  chnl=15
char id=1095 x=161   y=115   width=19    height=21    xoffset=0     yoffset=5     xadvance=19    page=0  chnl=15
char id=1096 x=141   y=49    width=30    height=21    xoffset=0     yoffset=5     xadvance=29    page=0  chnl=15
char id=1097 x=93    y=0     width=31    height=25    xoffset=0     yoffset=6     xadvance=30    page=0  chnl=15
char id=1098 x=0     y=98    width=21    height=21    xoffset=0     yoffset=5     xadvance=22    page=0  chnl=15
char id=1099 x=72    y=208   width=28    height=20    xoffset=0     yoffset=5     xadvance=27    page=0  chnl=15
char id=1100 x=78    y=229   width=18    height=20    xoffset=0     yoffset=5     xadvance=18    page=0  chnl=15
char id=1101 x=221   y=181   width=16    height=21    xoffset=1     yoffset=5     xadvance=18    page=0  chnl=15
char id=1102 x=19    y=28    width=29    height=23    xoffset=0     yoffset=4     xadvance=29    page=0  chnl=15
char id=1103 x=216   y=93    width=20    height=21    xoffset=0     yoffset=5     xadvance=20    page=0  chnl=15
kernings count=857
kerning first=65  second=1059 amount=-2  
kerning first=65  second=1057 amount=-1  
kerning first=65  second=1054 amount=-1  
kerning first=65  second=1060 amount=-2  
kerning first=65  second=1069 amount=-1  
kerning first=65  second=1058 amount=-1  
kerning first=65  second=1047 amount=-1  
kerning first=65  second=1063 amount=-1  
kerning first=65  second=1066 amount=-2  
kerning first=65  second=1101 amount=-1  
kerning first=65  second=1098 amount=-2  
kerning first=65  second=1095 amount=-1  
kerning first=65  second=1092 amount=-2  
kerning first=65  second=1091 amount=-2  
kerning first=65  second=1090 amount=-1  
kerning first=65  second=1089 amount=-1  
kerning first=65  second=1086 amount=-1  
kerning first=65  second=1079 amount=-1  
kerning first=65  second=67  amount=-1  
kerning first=65  second=79  amount=-1  
kerning first=65  second=84  amount=-1  
kerning first=65  second=86  amount=-1  
kerning first=65  second=118 amount=-1  
kerning first=65  second=116 amount=-1  
kerning first=65  second=111 amount=-1  
kerning first=65  second=99  amount=-1  
kerning first=66  second=1040 amount=-1  
kerning first=66  second=1061 amount=-1  
kerning first=66  second=1046 amount=-1  
kerning first=66  second=1093 amount=-1  
kerning first=66  second=1078 amount=-1  
kerning first=66  second=1072 amount=-1  
kerning first=66  second=65  amount=-1  
kerning first=66  second=88  amount=-1  
kerning first=66  second=120 amount=-1  
kerning first=66  second=97  amount=-1  
kerning first=67  second=1040 amount=-1  
kerning first=67  second=1054 amount=-1  
kerning first=67  second=1059 amount=-1  
kerning first=67  second=1046 amount=-1  
kerning first=67  second=1061 amount=-1  
kerning first=67  second=1060 amount=-1  
kerning first=67  second=1058 amount=-1  
kerning first=67  second=1093 amount=-1  
kerning first=67  second=1092 amount=-1  
kerning first=67  second=1091 amount=-1  
kerning first=67  second=1090 amount=-1  
kerning first=67  second=1086 amount=-1  
kerning first=67  second=1078 amount=-1  
kerning first=67  second=1072 amount=-1  
kerning first=67  second=65  amount=-1  
kerning first=67  second=79  amount=-1  
kerning first=67  second=84  amount=-1  
kerning first=67  second=88  amount=-1  
kerning first=67  second=120 amount=-1  
kerning first=67  second=116 amount=-1  
kerning first=67  second=111 amount=-1  
kerning first=67  second=97  amount=-1  
kerning first=68  second=65  amount=-1  
kerning first=68  second=97  amount=-1  
kerning first=70  second=65  amount=-3  
kerning first=70  second=74  amount=-3  
kerning first=70  second=106 amount=-3  
kerning first=70  second=97  amount=-3  
kerning first=75  second=1054 amount=-1  
kerning first=75  second=1057 amount=-1  
kerning first=75  second=1060 amount=-2  
kerning first=75  second=1092 amount=-2  
kerning first=75  second=1089 amount=-1  
kerning first=75  second=1086 amount=-1  
kerning first=75  second=67  amount=-1  
kerning first=75  second=79  amount=-1  
kerning first=75  second=111 amount=-1  
kerning first=75  second=99  amount=-1  
kerning first=76  second=86  amount=-4  
kerning first=76  second=84  amount=-3  
kerning first=76  second=87  amount=-3  
kerning first=76  second=81  amount=-1  
kerning first=76  second=79  amount=-1  
kerning first=76  second=119 amount=-3  
kerning first=76  second=118 amount=-4  
kerning first=76  second=116 amount=-3  
kerning first=76  second=113 amount=-1  
kerning first=76  second=111 amount=-1  
kerning first=76  second=89  amount=-3  
kerning first=79  second=1040 amount=-2  
kerning first=79  second=1059 amount=-2  
kerning first=79  second=1061 amount=-1  
kerning first=79  second=1046 amount=-1  
kerning first=79  second=1044 amount=-1  
kerning first=79  second=1051 amount=-1  
kerning first=79  second=1093 amount=-1  
kerning first=79  second=1091 amount=-2  
kerning first=79  second=1083 amount=-1  
kerning first=79  second=1078 amount=-1  
kerning first=79  second=1076 amount=-1  
kerning first=79  second=1072 amount=-2  
kerning first=79  second=65  amount=-2  
kerning first=79  second=88  amount=-1  
kerning first=79  second=89  amount=-1  
kerning first=79  second=121 amount=-1  
kerning first=79  second=120 amount=-1  
kerning first=79  second=97  amount=-2  
kerning first=80  second=1040 amount=-3  
kerning first=80  second=1061 amount=-1  
kerning first=80  second=1046 amount=-2  
kerning first=80  second=1059 amount=-1  
kerning first=80  second=44  amount=-5  
kerning first=80  second=46  amount=-5  
kerning first=80  second=58  amount=-1  
kerning first=80  second=1093 amount=-1  
kerning first=80  second=1091 amount=-1  
kerning first=80  second=1078 amount=-2  
kerning first=80  second=1072 amount=-3  
kerning first=80  second=65  amount=-3  
kerning first=80  second=88  amount=-1  
kerning first=80  second=120 amount=-1  
kerning first=80  second=97  amount=-3  
kerning first=84  second=1040 amount=-2  
kerning first=84  second=1057 amount=-1  
kerning first=84  second=1071 amount=-1  
kerning first=84  second=1044 amount=-1  
kerning first=84  second=1051 amount=-1  
kerning first=84  second=44  amount=-2  
kerning first=84  second=46  amount=-3  
kerning first=84  second=58  amount=-2  
kerning first=84  second=1103 amount=-1  
kerning first=84  second=1089 amount=-1  
kerning first=84  second=1083 amount=-1  
kerning first=84  second=1076 amount=-1  
kerning first=84  second=1072 amount=-2  
kerning first=84  second=65  amount=-2  
kerning first=84  second=67  amount=-1  
kerning first=84  second=99  amount=-1  
kerning first=84  second=97  amount=-2  
kerning first=86  second=65  amount=-3  
kerning first=86  second=97  amount=-3  
kerning first=88  second=1069 amount=-1  
kerning first=88  second=1047 amount=-1  
kerning first=88  second=1054 amount=-1  
kerning first=88  second=1060 amount=-2  
kerning first=88  second=1057 amount=-1  
kerning first=88  second=1063 amount=-1  
kerning first=88  second=1101 amount=-1  
kerning first=88  second=1095 amount=-1  
kerning first=88  second=1092 amount=-2  
kerning first=88  second=1089 amount=-1  
kerning first=88  second=1086 amount=-1  
kerning first=88  second=1079 amount=-1  
kerning first=88  second=67  amount=-1  
kerning first=88  second=79  amount=-1  
kerning first=88  second=111 amount=-1  
kerning first=88  second=99  amount=-1  
kerning first=89  second=67  amount=-2  
kerning first=89  second=79  amount=-1  
kerning first=89  second=111 amount=-1  
kerning first=89  second=99  amount=-2  
kerning first=97  second=1059 amount=-2  
kerning first=97  second=1057 amount=-1  
kerning first=97  second=1054 amount=-1  
kerning first=97  second=1060 amount=-2  
kerning first=97  second=1069 amount=-1  
kerning first=97  second=1058 amount=-1  
kerning first=97  second=1047 amount=-1  
kerning first=97  second=1063 amount=-1  
kerning first=97  second=1066 amount=-2  
kerning first=97  second=1101 amount=-1  
kerning first=97  second=1098 amount=-2  
kerning first=97  second=1095 amount=-1  
kerning first=97  second=1092 amount=-2  
kerning first=97  second=1091 amount=-2  
kerning first=97  second=1090 amount=-1  
kerning first=97  second=1089 amount=-1  
kerning first=97  second=1086 amount=-1  
kerning first=97  second=1079 amount=-1  
kerning first=97  second=67  amount=-1  
kerning first=97  second=79  amount=-1  
kerning first=97  second=84  amount=-1  
kerning first=97  second=86  amount=-1  
kerning first=97  second=118 amount=-1  
kerning first=97  second=116 amount=-1  
kerning first=97  second=111 amount=-1  
kerning first=97  second=99  amount=-1  
kerning first=98  second=1040 amount=-1  
kerning first=98  second=1061 amount=-1  
kerning first=98  second=1046 amount=-1  
kerning first=98  second=1093 amount=-1  
kerning first=98  second=1078 amount=-1  
kerning first=98  second=1072 amount=-1  
kerning first=98  second=65  amount=-1  
kerning first=98  second=88  amount=-1  
kerning first=98  second=120 amount=-1  
kerning first=98  second=97  amount=-1  
kerning first=99  second=1040 amount=-1  
kerning first=99  second=1054 amount=-1  
kerning first=99  second=1059 amount=-1  
kerning first=99  second=1046 amount=-1  
kerning first=99  second=1061 amount=-1  
kerning first=99  second=1060 amount=-1  
kerning first=99  second=1058 amount=-1  
kerning first=99  second=1093 amount=-1  
kerning first=99  second=1092 amount=-1  
kerning first=99  second=1091 amount=-1  
kerning first=99  second=1090 amount=-1  
kerning first=99  second=1086 amount=-1  
kerning first=99  second=1078 amount=-1  
kerning first=99  second=1072 amount=-1  
kerning first=99  second=65  amount=-1  
kerning first=99  second=79  amount=-1  
kerning first=99  second=84  amount=-1  
kerning first=99  second=88  amount=-1  
kerning first=99  second=120 amount=-1  
kerning first=99  second=116 amount=-1  
kerning first=99  second=111 amount=-1  
kerning first=99  second=97  amount=-1  
kerning first=100 second=65  amount=-1  
kerning first=100 second=97  amount=-1  
kerning first=102 second=65  amount=-3  
kerning first=102 second=74  amount=-3  
kerning first=102 second=106 amount=-3  
kerning first=102 second=97  amount=-3  
kerning first=107 second=1054 amount=-1  
kerning first=107 second=1057 amount=-1  
kerning first=107 second=1060 amount=-2  
kerning first=107 second=1092 amount=-2  
kerning first=107 second=1089 amount=-1  
kerning first=107 second=1086 amount=-1  
kerning first=107 second=67  amount=-1  
kerning first=107 second=79  amount=-1  
kerning first=107 second=111 amount=-1  
kerning first=107 second=99  amount=-1  
kerning first=108 second=86  amount=-4  
kerning first=108 second=84  amount=-3  
kerning first=108 second=87  amount=-3  
kerning first=108 second=81  amount=-1  
kerning first=108 second=79  amount=-1  
kerning first=108 second=119 amount=-3  
kerning first=108 second=118 amount=-4  
kerning first=108 second=116 amount=-3  
kerning first=108 second=113 amount=-1  
kerning first=108 second=111 amount=-1  
kerning first=111 second=1040 amount=-2  
kerning first=111 second=1059 amount=-2  
kerning first=111 second=1061 amount=-1  
kerning first=111 second=1046 amount=-1  
kerning first=111 second=1044 amount=-1  
kerning first=111 second=1051 amount=-1  
kerning first=111 second=1093 amount=-1  
kerning first=111 second=1091 amount=-2  
kerning first=111 second=1083 amount=-1  
kerning first=111 second=1078 amount=-1  
kerning first=111 second=1076 amount=-1  
kerning first=111 second=1072 amount=-2  
kerning first=111 second=65  amount=-2  
kerning first=111 second=88  amount=-1  
kerning first=111 second=89  amount=-1  
kerning first=111 second=121 amount=-1  
kerning first=111 second=120 amount=-1  
kerning first=111 second=97  amount=-2  
kerning first=112 second=1040 amount=-3  
kerning first=112 second=1061 amount=-1  
kerning first=112 second=1046 amount=-2  
kerning first=112 second=1059 amount=-1  
kerning first=112 second=44  amount=-5  
kerning first=112 second=46  amount=-5  
kerning first=112 second=58  amount=-1  
kerning first=112 second=1093 amount=-1  
kerning first=112 second=1091 amount=-1  
kerning first=112 second=1078 amount=-2  
kerning first=112 second=1072 amount=-3  
kerning first=112 second=65  amount=-3  
kerning first=112 second=88  amount=-1  
kerning first=112 second=120 amount=-1  
kerning first=112 second=97  amount=-3  
kerning first=116 second=1040 amount=-2  
kerning first=116 second=1057 amount=-1  
kerning first=116 second=1071 amount=-1  
kerning first=116 second=1044 amount=-1  
kerning first=116 second=1051 amount=-1  
kerning first=116 second=44  amount=-2  
kerning first=116 second=46  amount=-3  
kerning first=116 second=58  amount=-2  
kerning first=116 second=1103 amount=-1  
kerning first=116 second=1089 amount=-1  
kerning first=116 second=1083 amount=-1  
kerning first=116 second=1076 amount=-1  
kerning first=116 second=1072 amount=-2  
kerning first=116 second=65  amount=-2  
kerning first=116 second=67  amount=-1  
kerning first=116 second=99  amount=-1  
kerning first=116 second=97  amount=-2  
kerning first=118 second=65  amount=-3  
kerning first=118 second=97  amount=-3  
kerning first=120 second=1069 amount=-1  
kerning first=120 second=1047 amount=-1  
kerning first=120 second=1054 amount=-1  
kerning first=120 second=1060 amount=-2  
kerning first=120 second=1057 amount=-1  
